transaction_id,transaction_date,transaction_amount,sector,report_type,province,year,month,day,day_of_week,amount_zscore,month_day
TX-003851,2022-04-03,3853.113331070184,Money Services,STR,British Columbia,2022,4,3,6,-0.22305566237513874,403
TX-003852,2022-06-12,1044.8933022265994,Real Estate,ETR,Ontario,2022,6,12,6,-0.4669448758320309,612
TX-003853,2022-08-01,5534.5399804507215,Money Services,CDR,Quebec,2022,8,1,0,-0.07702656964348865,801
TX-003854,2022-05-23,2406.7784777174684,Money Services,CDR,British Columbia,2022,5,23,0,-0.34866742575421505,523
TX-003855,2022-01-04,4536.323296870763,Securities,STR,Ontario,2022,1,4,1,-0.16372001934376623,104
TX-003856,2022-04-05,5808.143341743556,Real Estate,ETR,Ontario,2022,4,5,1,-0.05326457524864413,405
TX-003857,2022-12-19,1158.972927657975,Securities,STR,Saskatchewan,2022,12,19,0,-0.45703725113306015,1219
TX-003858,2022-09-05,2168.832570112489,Casino,CDR,Saskatchewan,2022,9,5,0,-0.36933262992447463,905
TX-003859,2022-10-16,145.6462109932377,Trust and Loan,STR,Alberta,2022,10,16,6,-0.5450429819389859,1016
TX-003860,2022-11-03,6432.929497213564,Securities,ETR,Quebec,2022,11,3,3,0.0009970575547814191,1103
TX-003861,2022-05-26,3256.855687537652,Casino,STR,Alberta,2022,5,26,3,-0.2748396416236213,526
TX-003862,2022-11-11,362.6829916378194,Banking,LCTR,British Columbia,2022,11,11,4,-0.5261937004799329,1111
TX-003863,2022-09-09,9301.039895271168,Securities,ETR,Quebec,2022,9,9,4,0.25008764942619366,909
TX-003864,2022-12-16,4183.3802599356095,Money Services,STR,Saskatchewan,2022,12,16,4,-0.19437253189231057,1216
TX-003865,2022-01-23,834.8506572319336,Money Services,CDR,Ontario,2022,1,23,6,-0.4851867283058377,123
TX-003866,2022-10-01,4228.355145192888,Casino,ETR,British Columbia,2022,10,1,5,-0.19046653831700353,1001
TX-003867,2022-03-04,2006.319170093236,Money Services,ETR,Quebec,2022,3,4,4,-0.3834466469529845,304
TX-003868,2022-04-14,43001.438375621976,Banking,LCTR,British Columbia,2022,4,14,3,3.176910901926542,414
TX-003869,2022-10-20,1564.5887622811538,Banking,LCTR,Ontario,2022,10,20,3,-0.42181019418743865,1020
TX-003870,2022-01-16,1662.0498298173582,Banking,STR,Nova Scotia,2022,1,16,6,-0.41334586345126684,116
TX-003871,2022-03-10,2543.923555337517,Banking,LCTR,Nova Scotia,2022,3,10,3,-0.3367566051038788,310
TX-003872,2022-11-01,52.97575314327396,Banking,ETR,Ontario,2022,11,1,1,-0.5530912562350085,1101
TX-003873,2022-02-14,9505.724834339888,Casino,LCTR,Nova Scotia,2022,2,14,0,0.2678641940997601,214
TX-003874,2022-03-18,4003.56451267556,Banking,STR,Ontario,2022,3,18,4,-0.20998922884481974,318
TX-003875,2022-02-05,5973.100209629653,Securities,LCTR,Quebec,2022,2,5,5,-0.038938347121989916,205
TX-003876,2022-11-25,2086.0523548855035,Money Services,LCTR,Quebec,2022,11,25,4,-0.37652195318765763,1125
TX-003877,2022-11-06,248.15731902418256,Securities,CDR,Ontario,2022,11,6,6,-0.5361400636307803,1106
TX-003878,2022-10-04,275.51697331240854,Casino,STR,Quebec,2022,10,4,1,-0.5337639234080515,1004
TX-003879,2022-11-12,5592.423644449706,Banking,STR,Ontario,2022,11,12,5,-0.0719994702211799,1112
TX-003880,2022-01-29,7961.876250682733,Casino,LCTR,Nova Scotia,2022,1,29,5,0.1337835263111562,129
TX-003881,2022-02-05,484.84035741148455,Securities,LCTR,Newfoundland and Labrador,2022,2,5,5,-0.5155845375402419,205
TX-003882,2022-10-18,9810.407791574493,Securities,STR,Newfoundland and Labrador,2022,10,18,1,0.2943253994292684,1018
TX-003883,2022-03-17,1421.1261334784697,Banking,STR,Ontario,2022,3,17,3,-0.4342696835934568,317
TX-003884,2022-08-21,758.0214986207401,Banking,STR,Alberta,2022,8,21,6,-0.4918592122535984,821
TX-003885,2022-12-07,6224.472988164888,Securities,LCTR,Quebec,2022,12,7,2,-0.017107041664533286,1207
TX-003886,2022-08-01,2265.940148930605,Banking,LCTR,Newfoundland and Labrador,2022,8,1,0,-0.36089899909234696,801
TX-003887,2022-02-26,8482.597627220583,Banking,STR,Ontario,2022,2,26,5,0.179007307086733,226
TX-003888,2022-06-07,103.8229537763824,Money Services,STR,Alberta,2022,6,7,1,-0.5486752618892947,607
TX-003889,2022-09-17,754.9686735356142,Banking,LCTR,Ontario,2022,9,17,5,-0.4921243450071524,917
TX-003890,2022-01-31,83.86287230600198,Banking,STR,Ontario,2022,1,31,0,-0.5504087615867352,131
TX-003891,2022-06-28,1770.4457730699771,Banking,STR,Nova Scotia,2022,6,28,1,-0.4039318570449791,628
TX-003892,2022-11-20,6707.699927295181,Casino,STR,Ontario,2022,11,20,6,0.02486040992229994,1120
TX-003893,2022-10-05,645.3342019202779,Banking,ETR,New Brunswick,2022,10,5,2,-0.5016459155306121,1005
TX-003894,2022-07-18,63495.24995078248,Securities,STR,Ontario,2022,7,18,0,4.956764166436551,718
TX-003895,2022-08-25,8592.124539617816,Money Services,LCTR,Alberta,2022,8,25,3,0.18851953627196652,825
TX-003896,2022-03-07,698.7606589686845,Securities,LCTR,Prince Edward Island,2022,3,7,0,-0.49700591707839326,307
TX-003897,2022-08-23,254.8315580313054,Securities,LCTR,British Columbia,2022,8,23,1,-0.535560417134013,823
TX-003898,2022-10-22,23316.798394573947,Banking,LCTR,Alberta,2022,10,22,5,1.46733283722736,1022
TX-003899,2022-03-07,11752.008776642548,Securities,STR,Saskatchewan,2022,3,7,0,0.4629501981386399,307
TX-003900,2022-05-30,1059.584144992962,Banking,LCTR,British Columbia,2022,5,30,0,-0.46566900070454575,530
TX-003901,2022-08-04,2805.061924048636,Casino,LCTR,Alberta,2022,8,4,3,-0.3140771744701626,804
TX-003902,2022-07-18,660.5633124067633,Money Services,LCTR,British Columbia,2022,7,18,0,-0.500323292751753,718
TX-003903,2022-08-31,1899.682562750629,Banking,STR,Ontario,2022,8,31,2,-0.3927078579775386,831
TX-003904,2022-07-21,6817.445931719431,Securities,STR,Newfoundland and Labrador,2022,7,21,3,0.03439166688370307,721
TX-003905,2022-01-17,1699.745139583384,Banking,LCTR,Prince Edward Island,2022,1,17,0,-0.4100720888340992,117
TX-003906,2022-08-13,231.74661098980036,Trust and Loan,LCTR,British Columbia,2022,8,13,5,-0.5375653061807467,813
TX-003907,2022-12-24,1800.4860259412014,Banking,STR,British Columbia,2022,12,24,5,-0.4013229113179499,1224
TX-003908,2022-02-28,13963.667891580882,Banking,STR,New Brunswick,2022,2,28,0,0.6550290938223231,228
TX-003909,2022-11-09,8294.48100370604,Securities,LCTR,Nova Scotia,2022,11,9,2,0.162669692912668,1109
TX-003910,2022-01-27,244790.97779887487,Banking,CDR,British Columbia,2022,1,27,3,20.701994958118522,127
TX-003911,2022-02-14,6236.562970686974,Casino,LCTR,Quebec,2022,2,14,0,-0.016057046899973004,214
TX-003912,2022-04-15,123.73898862349851,Banking,ETR,Ontario,2022,4,15,4,-0.5469455875674278,415
TX-003913,2022-06-10,1326.9266915833566,Real Estate,ETR,Quebec,2022,6,10,4,-0.4424507475969558,610
TX-003914,2022-03-11,5914.591511526357,Money Services,CDR,British Columbia,2022,3,11,4,-0.04401972971104435,311
TX-003915,2022-09-06,563.5294424409043,Banking,LCTR,Newfoundland and Labrador,2022,9,6,1,-0.5087505220933217,906
TX-003916,2022-05-17,4554.047369240457,Banking,STR,Prince Edward Island,2022,5,17,1,-0.1621807132975525,517
TX-003917,2022-08-11,1765.1694316327516,Casino,LCTR,Ontario,2022,8,11,3,-0.4043900984754359,811
TX-003918,2022-10-30,22186.59913645769,Banking,CDR,Quebec,2022,10,30,6,1.3691769216365701,1030
TX-003919,2022-03-31,6965.443376400069,Securities,STR,Ontario,2022,3,31,3,0.04724499746537203,331
TX-003920,2022-07-01,5379.065127892291,Securities,STR,British Columbia,2022,7,1,4,-0.09052930059524274,701
TX-003921,2022-12-22,53.14137595827884,Money Services,ETR,British Columbia,2022,12,22,3,-0.5530768721704883,1222
TX-003922,2022-09-02,3602.1942599542213,Money Services,STR,Alberta,2022,9,2,4,-0.2448475641019442,902
TX-003923,2022-05-09,1594.24692741464,Money Services,LCTR,Newfoundland and Labrador,2022,5,9,0,-0.41923443214148554,509
TX-003924,2022-04-02,4034.560558893281,Trust and Loan,LCTR,Alberta,2022,4,2,5,-0.20729727406397358,402
TX-003925,2022-04-09,1581.570174766258,Securities,STR,Quebec,2022,4,9,5,-0.4203353869102878,409
TX-003926,2022-05-10,29215.719985465446,Real Estate,CDR,Quebec,2022,5,10,1,1.9796443129199721,510
TX-003927,2022-02-02,1029.5338158890322,Casino,ETR,Saskatchewan,2022,2,2,2,-0.4682788215355354,202
TX-003928,2022-09-30,6333.216481272139,Money Services,ETR,British Columbia,2022,9,30,4,-0.00766285113456122,930
TX-003929,2022-05-08,2219.219216074697,Securities,LCTR,Newfoundland and Labrador,2022,5,8,6,-0.36495663398176553,508
TX-003930,2022-11-25,1786.2568352688934,Casino,STR,Ontario,2022,11,25,4,-0.4025586927330645,1125
TX-003931,2022-06-30,7134.59091054588,Banking,LCTR,Ontario,2022,6,30,3,0.06193517794883749,630
TX-003932,2022-11-11,1342.782127591786,Casino,STR,Ontario,2022,11,11,4,-0.44107372949388923,1111
TX-003933,2022-06-25,6584.825904682893,Banking,LCTR,Nova Scotia,2022,6,25,5,0.014189006534604675,625
TX-003934,2022-04-02,2701.124023962691,Banking,LCTR,Ontario,2022,4,2,5,-0.3231040072823909,402
TX-003935,2022-06-17,12695.62399957318,Banking,STR,Ontario,2022,6,17,4,0.5449016022888594,617
TX-003936,2022-02-19,3188.704407700429,Banking,ETR,Ontario,2022,2,19,5,-0.2807584663114523,219
TX-003937,2022-12-05,2060.6326889173565,Casino,LCTR,British Columbia,2022,12,5,0,-0.3787296086689346,1205
TX-003938,2022-10-08,604.0787171580586,Casino,CDR,Ontario,2022,10,8,5,-0.5052288853926937,1008
TX-003939,2022-07-27,7785.215477896099,Banking,CDR,Newfoundland and Labrador,2022,7,27,2,0.11844083361575461,727
TX-003940,2022-12-13,4539.944547392103,Securities,LCTR,Saskatchewan,2022,12,13,1,-0.16340551979162693,1213
TX-003941,2022-11-11,5379.022810731975,Casino,STR,Quebec,2022,11,11,4,-0.0905329757698512,1111
TX-003942,2022-02-06,1571.5226657132032,Casino,LCTR,Quebec,2022,2,6,6,-0.4212079962695906,206
TX-003943,2022-10-15,5509.68281166397,Banking,STR,Ontario,2022,10,15,5,-0.07918537318519779,1015
TX-003944,2022-03-10,52026.09179690706,Banking,STR,British Columbia,2022,3,10,3,3.960686960081301,310
TX-003945,2022-12-17,934.8452191145284,Casino,ETR,Quebec,2022,12,17,5,-0.4765023678223199,1217
TX-003946,2022-04-29,7997.063587654478,Securities,LCTR,Alberta,2022,4,29,4,0.13683948768510007,429
TX-003947,2022-01-13,1143.7712225835317,Securities,ETR,Ontario,2022,1,13,3,-0.4583574937977122,113
TX-003948,2022-03-09,9941.204440540716,Securities,ETR,Newfoundland and Labrador,2022,3,9,2,0.3056848696671848,309
TX-003949,2022-10-11,2282.3544159577123,Money Services,ETR,Ontario,2022,10,11,1,-0.3594734474498138,1011
TX-003950,2022-04-01,24720.136924602128,Banking,CDR,British Columbia,2022,4,1,4,1.5892104418263362,401
TX-003951,2022-04-16,4093.4428220560926,Banking,STR,Saskatchewan,2022,4,16,5,-0.2021834479741947,416
TX-003952,2022-07-12,2754.382975105143,Banking,ETR,Ontario,2022,7,12,1,-0.31847855643799233,712
TX-003953,2022-11-28,9780.033589355333,Trust and Loan,STR,New Brunswick,2022,11,28,0,0.2916874507598181,1128
TX-003954,2022-11-07,27450.81794589169,Securities,LCTR,New Brunswick,2022,11,7,0,1.8263655221418287,1107
TX-003955,2022-04-23,20493.285948204943,Money Services,STR,British Columbia,2022,4,23,5,1.2221155028811426,423
TX-003956,2022-02-08,1189.5187797928995,Money Services,STR,Newfoundland and Labrador,2022,2,8,1,-0.45438439495546745,208
TX-003957,2022-07-12,68315.11615967579,Banking,LCTR,Ontario,2022,7,12,1,5.37536148665384,712
TX-003958,2022-03-29,15650.322021971931,Money Services,ETR,Prince Edward Island,2022,3,29,1,0.8015121845380768,329
TX-003959,2022-07-31,616.1437784212809,Real Estate,ETR,Prince Edward Island,2022,7,31,6,-0.5041810549977911,731
TX-003960,2022-04-14,14070.797732677827,Securities,ETR,Ontario,2022,4,14,3,0.6643331413736309,414
TX-003961,2022-05-06,6757.609402505016,Banking,ETR,Ontario,2022,5,6,4,0.02919496438311459,506
TX-003962,2022-05-01,4890.985643086044,Money Services,LCTR,Quebec,2022,5,1,6,-0.13291818765935925,501
TX-003963,2022-11-07,5074.338113418157,Banking,LCTR,Manitoba,2022,11,7,0,-0.11699433222232929,1107
TX-003964,2022-01-19,1914.7602223816928,Banking,LCTR,Saskatchewan,2022,1,19,2,-0.391398388452209,119
TX-003965,2022-07-26,1998.5605282722372,Casino,ETR,Quebec,2022,7,26,1,-0.3841204720207433,726
TX-003966,2022-08-05,1021.5351894169976,Casino,STR,British Columbia,2022,8,5,4,-0.4689734888689221,805
TX-003967,2022-07-13,441.6565038389764,Money Services,LCTR,Ontario,2022,7,13,2,-0.5193349830087809,713
TX-003968,2022-02-18,36.24201595606502,Securities,LCTR,Ontario,2022,2,18,4,-0.5545445533267124,218
TX-003969,2022-03-16,976.1676924077055,Money Services,LCTR,Prince Edward Island,2022,3,16,2,-0.4729135801183462,316
TX-003970,2022-11-05,6958.0441469964335,Banking,CDR,Ontario,2022,11,5,5,0.04660238676503355,1105
TX-003971,2022-08-27,6045.977220731808,Banking,LCTR,Ontario,2022,8,27,5,-0.032609100576407445,827
TX-003972,2022-03-17,6950.835825520528,Banking,STR,Saskatchewan,2022,3,17,3,0.04597635609897244,317
TX-003973,2022-03-15,16811.720304382485,Banking,ETR,Ontario,2022,3,15,1,0.9023776832162334,315
TX-003974,2022-04-19,7336.421305981083,Money Services,LCTR,Ontario,2022,4,19,1,0.07946381028134576,419
TX-003975,2022-10-23,116.69904726340886,Banking,LCTR,Ontario,2022,10,23,6,-0.547556994702004,1023
TX-003976,2022-06-27,1197.9120226771722,Securities,STR,Ontario,2022,6,27,0,-0.45365545584657546,627
TX-003977,2022-03-05,1283.9729505510422,Trust and Loan,ETR,Prince Edward Island,2022,3,5,5,-0.4461812081761848,305
TX-003978,2022-03-03,4731.299476730628,Banking,LCTR,British Columbia,2022,3,3,3,-0.14678666417200859,303
TX-003979,2022-06-16,888.007034898226,Real Estate,LCTR,Ontario,2022,6,16,3,-0.480570185796315,616
TX-003980,2022-01-11,4507.166058109482,Banking,LCTR,British Columbia,2022,1,11,1,-0.16625227677196786,111
TX-003981,2022-01-19,12001.08656146734,Real Estate,LCTR,Ontario,2022,1,19,2,0.4845821872301497,119
TX-003982,2022-05-06,1024.1341077423672,Securities,CDR,Quebec,2022,5,6,4,-0.468747777158407,506
TX-003983,2022-05-15,8953.95499086483,Banking,ETR,Ontario,2022,5,15,6,0.2199439058915102,515
TX-003984,2022-10-30,29132.229171723426,Casino,CDR,Alberta,2022,10,30,6,1.9723932753640572,1030
TX-003985,2022-11-17,7173.445188605485,Real Estate,STR,Alberta,2022,11,17,3,0.06530960702421679,1117
TX-003986,2022-08-25,11518.486057468395,Casino,LCTR,Alberta,2022,8,25,3,0.4426691404869173,825
TX-003987,2022-01-07,1276.08912915129,Money Services,LCTR,Quebec,2022,1,7,4,-0.4468659048810267,107
TX-003988,2022-12-14,6228.610355033202,Banking,LCTR,New Brunswick,2022,12,14,2,-0.01674771827073528,1214
TX-003989,2022-12-27,300.86511571335126,Casino,STR,Alberta,2022,12,27,1,-0.5315624796289808,1227
TX-003990,2022-01-21,9476.685298142638,Banking,ETR,Ontario,2022,1,21,4,0.2653421589424165,121
TX-003991,2022-12-07,1902.159278356581,Banking,ETR,Nova Scotia,2022,12,7,2,-0.3924927593688513,1207
TX-003992,2022-11-24,39633.7248095079,Casino,STR,Manitoba,2022,11,24,3,2.8844306103712194,1124
TX-003993,2022-06-06,731.5662913494169,Casino,STR,Alberta,2022,6,6,0,-0.49415680276537144,606
TX-003994,2022-07-09,12080.378934794671,Money Services,CDR,Ontario,2022,7,9,5,0.4914685972568941,709
TX-003995,2022-09-08,288.4343508272757,Money Services,ETR,Ontario,2022,9,8,3,-0.53264207077198,908
TX-003996,2022-10-19,1729.3761600701264,Money Services,CDR,Alberta,2022,10,19,2,-0.40749868425532315,1019
TX-003997,2022-03-24,16389.18679010751,Securities,LCTR,Ontario,2022,3,24,3,0.8656813540834565,324
TX-003998,2022-10-25,209.9189064121365,Securities,STR,British Columbia,2022,10,25,1,-0.5394610058219206,1025
TX-003999,2022-07-26,11797.122690744178,Securities,ETR,British Columbia,2022,7,26,1,0.4668682661365878,726
TX-004000,2022-02-10,5389.972007273957,Banking,STR,Nova Scotia,2022,2,10,3,-0.08958205635998268,210
TX-004001,2022-10-05,1325.6726132316965,Real Estate,STR,Ontario,2022,10,5,2,-0.44255966220466403,1005
TX-004002,2022-12-03,6200.979130608599,Casino,LCTR,Prince Edward Island,2022,12,3,5,-0.01914744390567505,1203
TX-004003,2022-10-31,4038.3447742382873,Banking,ETR,British Columbia,2022,10,31,0,-0.2069686212894169,1031
TX-004004,2022-03-13,12336.260769761377,Banking,ETR,British Columbia,2022,3,13,6,0.5136915067251507,313
TX-004005,2022-11-09,429.1677681107209,Money Services,ETR,Ontario,2022,11,9,2,-0.5204196088224815,1109
TX-004006,2022-05-08,8117.696286339858,Banking,STR,Newfoundland and Labrador,2022,5,8,6,0.14731623583779907,508
TX-004007,2022-08-07,390.9606715021741,Securities,STR,Ontario,2022,8,7,6,-0.5237378312710863,807
TX-004008,2022-05-26,6015.519741483755,Real Estate,ETR,Saskatchewan,2022,5,26,3,-0.035254281716557034,526
TX-004009,2022-07-19,5137.000566182801,Banking,STR,British Columbia,2022,7,19,1,-0.11155220298705638,719
TX-004010,2022-04-29,9778.71540499971,Trust and Loan,STR,Alberta,2022,4,29,4,0.2915729686528671,429
TX-004011,2022-01-21,4071.836229001409,Real Estate,ETR,Nova Scotia,2022,1,21,4,-0.2040599444493516,121
TX-004012,2022-04-10,1290.8862121178877,Banking,STR,British Columbia,2022,4,10,6,-0.44558080296981134,410
TX-004013,2022-08-28,29974.19708928077,Securities,LCTR,British Columbia,2022,8,28,6,2.045516781022394,828
TX-004014,2022-04-29,4695.748139442768,Money Services,ETR,Quebec,2022,4,29,4,-0.14987423836470726,429
TX-004015,2022-05-25,3404.805360315217,Banking,ETR,Ontario,2022,5,25,2,-0.26199045995184755,525
TX-004016,2022-10-04,3660.102844213551,Real Estate,STR,Newfoundland and Labrador,2022,10,4,1,-0.23981830039669738,1004
TX-004017,2022-09-23,1217.4583767596148,Real Estate,CDR,Quebec,2022,9,23,4,-0.4519578876809214,923
TX-004018,2022-05-21,1944.1416899423537,Banking,ETR,Ontario,2022,5,21,5,-0.388846657127748,521
TX-004019,2022-06-06,40166.37907481664,Money Services,CDR,Alberta,2022,6,6,0,2.9306907425817657,606
TX-004020,2022-02-02,1178.2760466065945,Securities,ETR,Alberta,2022,2,2,2,-0.4553608075320285,202
TX-004021,2022-05-27,34525.19215455255,Banking,LCTR,Manitoba,2022,5,27,4,2.440763092036136,527
TX-004022,2022-05-20,2295.200526509373,Trust and Loan,ETR,New Brunswick,2022,5,20,4,-0.35835778423032066,520
TX-004023,2022-08-11,4414.054669578413,Banking,STR,Ontario,2022,8,11,3,-0.17433884516029777,811
TX-004024,2022-07-02,1857.236914919496,Money Services,STR,Quebec,2022,7,2,5,-0.3963941915119042,702
TX-004025,2022-02-04,4591.271168158238,Money Services,LCTR,British Columbia,2022,2,4,4,-0.1589478886090705,204
TX-004026,2022-09-20,2337.4335004043733,Money Services,LCTR,Quebec,2022,9,20,1,-0.354689921071664,920
TX-004027,2022-03-29,809.7427520759193,Banking,STR,Manitoba,2022,3,29,1,-0.48736730788192323,329
TX-004028,2022-01-22,1573.9669113713428,Securities,LCTR,Ontario,2022,1,22,5,-0.42099571762157295,122
TX-004029,2022-05-09,2039.783575951264,Money Services,LCTR,Prince Edward Island,2022,5,9,0,-0.3805403192650941,509
TX-004030,2022-11-14,2959.5123413708825,Securities,LCTR,Quebec,2022,11,14,0,-0.30066341400555846,1114
TX-004031,2022-03-02,484.2885134781372,Banking,CDR,British Columbia,2022,3,2,2,-0.5156324642630317,302
TX-004032,2022-02-11,1199.8978072985333,Securities,LCTR,British Columbia,2022,2,11,4,-0.4534829937729401,211
TX-004033,2022-08-26,5973.738146497029,Securities,LCTR,British Columbia,2022,8,26,4,-0.038882943371848736,826
TX-004034,2022-09-20,3141.960883010697,Trust and Loan,LCTR,Alberta,2022,9,20,1,-0.28481806326385917,920
TX-004035,2022-08-07,7211.80459159185,Securities,STR,Ontario,2022,8,7,6,0.06864105702704051,807
TX-004036,2022-08-13,3134.7197062440623,Banking,LCTR,Nova Scotia,2022,8,13,5,-0.28544694735697784,813
TX-004037,2022-07-03,3409.83255835565,Securities,STR,Prince Edward Island,2022,7,3,6,-0.26155385620877186,703
TX-004038,2022-08-18,7776.512669372617,Casino,CDR,Quebec,2022,8,18,3,0.11768500924876862,818
TX-004039,2022-09-03,408.1138067080636,Securities,CDR,Nova Scotia,2022,9,3,5,-0.5222481101627987,903
TX-004040,2022-08-31,928.7169827213291,Money Services,LCTR,British Columbia,2022,8,31,2,-0.47703459490512107,831
TX-004041,2022-03-07,31127.195098030017,Banking,ETR,Ontario,2022,3,7,0,2.14565272998043,307
TX-004042,2022-10-05,3403.3561683380585,Banking,LCTR,Alberta,2022,10,5,2,-0.2621163198516513,1005
TX-004043,2022-01-10,11411.390079370907,Money Services,STR,Ontario,2022,1,10,0,0.4333680338804849,110
TX-004044,2022-04-14,1630.7653089434914,Banking,LCTR,Alberta,2022,4,14,3,-0.41606287177359724,414
TX-004045,2022-04-26,3599.788245553264,Securities,LCTR,British Columbia,2022,4,26,1,-0.24505652242920783,426
TX-004046,2022-12-09,6279.381593366338,Securities,ETR,Ontario,2022,12,9,4,-0.012338321123746008,1209
TX-004047,2022-04-02,12302.34364401888,Casino,STR,Newfoundland and Labrador,2022,4,2,5,0.5107458610723553,402
TX-004048,2022-05-04,2341.474078892598,Money Services,STR,Saskatchewan,2022,5,4,2,-0.3543390035868223,504
TX-004049,2022-09-20,417.60960512327694,Securities,STR,Quebec,2022,9,20,1,-0.5214234159497938,920
TX-004050,2022-08-14,9446.915855914998,Money Services,ETR,Quebec,2022,8,14,6,0.26275673266691935,814
TX-004051,2022-09-18,2159.855245283542,Casino,LCTR,British Columbia,2022,9,18,6,-0.3701122955735301,918
TX-004052,2022-06-22,336.86693289726844,Casino,LCTR,Ontario,2022,6,22,2,-0.5284357820106249,622
TX-004053,2022-04-19,1714.8823269150323,Banking,ETR,British Columbia,2022,4,19,1,-0.408757449427519,419
TX-004054,2022-12-03,2091.8413157256864,Banking,STR,Manitoba,2022,12,3,5,-0.3760191916192821,1203
TX-004055,2022-01-18,4542.158141182566,Securities,STR,British Columbia,2022,1,18,1,-0.1632132728726092,118
TX-004056,2022-04-27,16973.710450444854,Banking,STR,Saskatchewan,2022,4,27,2,0.9164462565135998,427
TX-004057,2022-06-28,959.375023976321,Money Services,STR,Alberta,2022,6,28,1,-0.47437199529005886,628
TX-004058,2022-02-27,21891.017586150105,Securities,ETR,Ontario,2022,2,27,6,1.3435061582788383,227
TX-004059,2022-01-04,7186.353354615291,Securities,STR,Quebec,2022,1,4,1,0.06643065965647761,104
TX-004060,2022-10-12,1739.6476706620856,Banking,LCTR,Ontario,2022,10,12,2,-0.40660662073695325,1012
TX-004061,2022-06-22,32388.59456113453,Trust and Loan,STR,Ontario,2022,6,22,2,2.2552031639748034,622
TX-004062,2022-08-09,30786.64750821096,Real Estate,LCTR,Saskatchewan,2022,8,9,1,2.1160767412856227,809
TX-004063,2022-02-08,7008.693160055015,Banking,STR,Alberta,2022,2,8,1,0.05100116885131906,208
TX-004064,2022-09-28,14947.083686057154,Securities,STR,British Columbia,2022,9,28,2,0.7404371110547441,928
TX-004065,2022-10-17,1358.4835673103223,Money Services,LCTR,Ontario,2022,10,17,0,-0.43971008571107933,1017
TX-004066,2022-05-16,1809.388967418972,Securities,LCTR,Ontario,2022,5,16,0,-0.40054970573855647,516
TX-004067,2022-07-21,467.1305298451389,Banking,ETR,Ontario,2022,7,21,3,-0.5171226064491058,721
TX-004068,2022-06-09,56233.98791265886,Securities,LCTR,Quebec,2022,6,9,3,4.326135701076724,609
TX-004069,2022-11-13,6297.332283415518,Casino,STR,British Columbia,2022,11,13,6,-0.01077933371103044,1113
TX-004070,2022-12-29,8997.182367298334,Banking,STR,Ontario,2022,12,29,3,0.22369813124774546,1229
TX-004071,2022-04-18,5420.506826096059,Money Services,STR,Ontario,2022,4,18,0,-0.08693015840715819,418
TX-004072,2022-10-03,8037.541527718315,Securities,CDR,Ontario,2022,10,3,0,0.14035492909037683,1003
TX-004073,2022-08-02,1448.912380503773,Securities,STR,Saskatchewan,2022,8,2,1,-0.4318564945048829,802
TX-004074,2022-10-19,74494.60411898128,Casino,LCTR,Quebec,2022,10,19,2,5.912039682265875,1019
TX-004075,2022-06-08,1953.7183965534769,Securities,STR,British Columbia,2022,6,8,2,-0.38801493617322724,608
TX-004076,2022-12-24,186.55786173724877,Banking,ETR,Quebec,2022,12,24,5,-0.5414898734864091,1224
TX-004077,2022-07-28,10765.56048633647,Money Services,ETR,British Columbia,2022,7,28,3,0.3772788137144938,728
TX-004078,2022-11-23,41370.25854477619,Banking,STR,Ontario,2022,11,23,2,3.035245661359353,1123
TX-004079,2022-08-09,2370.623467574893,Real Estate,LCTR,Ontario,2022,8,9,1,-0.3518074279248533,809
TX-004080,2022-08-17,211.4732076250592,Real Estate,ETR,Saskatchewan,2022,8,17,2,-0.5393260173607597,817
TX-004081,2022-10-27,5093.264582755832,Banking,STR,Saskatchewan,2022,10,27,3,-0.11535060001015564,1027
TX-004082,2022-04-26,1464.8124896173288,Real Estate,STR,Quebec,2022,4,26,1,-0.43047559661734064,426
TX-004083,2022-11-14,1674.704100014255,Money Services,LCTR,Ontario,2022,11,14,0,-0.41224686124577975,1114
TX-004084,2022-11-02,1317.6710778566546,Banking,STR,British Columbia,2022,11,2,2,-0.4432545821714125,1102
TX-004085,2022-10-23,5087.090121345781,Securities,LCTR,British Columbia,2022,10,23,6,-0.11588684165837054,1023
TX-004086,2022-08-19,571.0890779151434,Banking,ETR,Ontario,2022,8,19,4,-0.5080939803939906,819
TX-004087,2022-11-01,8744.032711980079,Money Services,CDR,British Columbia,2022,11,1,1,0.20171250701306714,1101
TX-004088,2022-05-20,6862.391847990064,Money Services,LCTR,Ontario,2022,5,20,4,0.038295144550963334,520
TX-004089,2022-12-18,1776.4373583716276,Securities,ETR,Newfoundland and Labrador,2022,12,18,6,-0.403411497880964,1218
TX-004090,2022-10-17,4550.045739109536,Casino,ETR,Alberta,2022,10,17,0,-0.16252824818269376,1017
TX-004091,2022-04-12,2706.6190210973227,Securities,LCTR,Ontario,2022,4,12,1,-0.32262677597026146,412
TX-004092,2022-10-14,1350.0283353068633,Money Services,CDR,British Columbia,2022,10,14,4,-0.44044440847131133,1014
TX-004093,2022-12-21,25736.024658775677,Securities,LCTR,Prince Edward Island,2022,12,21,2,1.6774385927202389,1221
TX-004094,2022-07-15,11650.403213107726,Casino,ETR,Alberta,2022,7,15,4,0.4541259248556249,715
TX-004095,2022-04-18,44344.84015536001,Securities,CDR,Alberta,2022,4,18,0,3.293583099992097,418
