Year,Month,Sector,Report_Type,Province,Count,Amount,Date,Postal_Code_Prefix
2017,8,Securities Dealers,Electronic Funds Transfer Report,Saskatchewan,6,1336.61,2017-08-01,E6P
2022,9,Accountants,Casino Disbursement Report,Ontario,15,4057.78,2022-09-01,K8K
2024,5,Securities Dealers,Casino Disbursement Report,Nunavut,12,1874.42,2024-05-01,M6K
2023,7,Banking,Suspicious Transaction Report,Nova Scotia,12,20494.01,2023-07-01,X8E
2017,11,Banking,Suspicious Transaction Report,Quebec,4,390.74,2017-11-01,N7K
2015,10,Life Insurance,Large Cash Transaction Report,Nova Scotia,9,177427.93,2015-10-01,V1J
2023,2,Banking,Suspicious Transaction Report,Prince Edward Island,12,13248.98,2023-02-01,B5P
2021,1,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,6,15497.0,2021-01-01,L1E
2020,12,Life Insurance,Electronic Funds Transfer Report,Alberta,7,1395.67,2020-12-01,X0C
2018,11,Banking,Large Cash Transaction Report,Ontario,11,5045.25,2018-11-01,H8H
2019,6,Securities Dealers,Large Cash Transaction Report,Northwest Territories,16,546.99,2019-06-01,C3Z
2021,9,Banking,Casino Disbursement Report,Newfoundland and Labrador,10,19872.85,2021-09-01,R5K
2023,12,Banking,Large Cash Transaction Report,Yukon,13,11060.49,2023-12-01,B2J
2020,1,Banking,Large Cash Transaction Report,Ontario,15,21443.95,2020-01-01,H5Y
2018,10,Securities Dealers,Suspicious Transaction Report,Nova Scotia,3,14700.25,2018-10-01,P3N
2018,1,Real Estate,Suspicious Transaction Report,Saskatchewan,4,503.84,2018-01-01,A1V
2024,4,Securities Dealers,Suspicious Transaction Report,Nova Scotia,12,11631.95,2024-04-01,G9P
2017,10,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,11,2974.25,2017-10-01,C7E
2016,6,Banking,Suspicious Transaction Report,Ontario,6,409.82,2016-06-01,G8V
2018,9,Banking,Electronic Funds Transfer Report,Ontario,4,7741.62,2018-09-01,R8A
2020,2,Securities Dealers,Electronic Funds Transfer Report,Saskatchewan,7,1121.72,2020-02-01,C4T
2015,5,Real Estate,Large Cash Transaction Report,Yukon,8,6648.16,2015-05-01,X5E
2016,7,Banking,Casino Disbursement Report,New Brunswick,13,2115.57,2016-07-01,G0Z
2022,12,Money Services Businesses,Suspicious Transaction Report,Northwest Territories,11,3453.67,2022-12-01,M6R
2017,4,Real Estate,Large Cash Transaction Report,British Columbia,15,7961.95,2017-04-01,J7T
2015,6,Securities Dealers,Suspicious Transaction Report,Prince Edward Island,13,8439.54,2015-06-01,H0N
2016,6,Money Services Businesses,Electronic Funds Transfer Report,Northwest Territories,10,23.87,2016-06-01,A3T
2017,4,Money Services Businesses,Large Cash Transaction Report,Quebec,12,7553.94,2017-04-01,B5Z
2016,4,Banking,Suspicious Transaction Report,Alberta,13,10921.1,2016-04-01,A6G
2018,9,Banking,Suspicious Transaction Report,New Brunswick,14,8927.24,2018-09-01,X3C
2018,11,Banking,Electronic Funds Transfer Report,Yukon,11,10667.13,2018-11-01,R6N
2024,1,Banking,Suspicious Transaction Report,Newfoundland and Labrador,5,42731.86,2024-01-01,V7K
2016,5,Life Insurance,Casino Disbursement Report,Yukon,13,23742.69,2016-05-01,V6E
2015,11,Securities Dealers,Suspicious Transaction Report,Northwest Territories,6,7429.5,2015-11-01,C1M
2017,9,Life Insurance,Suspicious Transaction Report,Saskatchewan,8,4677.42,2017-09-01,B0G
2018,9,Banking,Suspicious Transaction Report,Nova Scotia,6,1520.3,2018-09-01,A9T
2020,9,Real Estate,Large Cash Transaction Report,Ontario,5,4695.18,2020-09-01,Y5C
2019,2,Banking,Large Cash Transaction Report,Manitoba,11,34042.43,2019-02-01,Y4M
2016,7,Banking,Large Cash Transaction Report,Yukon,9,2751.26,2016-07-01,B3V
2018,10,Securities Dealers,Large Cash Transaction Report,Saskatchewan,11,1328.91,2018-10-01,L5C
2020,8,Casinos,Large Cash Transaction Report,Prince Edward Island,4,12093.87,2020-08-01,V6Z
2018,1,Securities Dealers,Suspicious Transaction Report,Saskatchewan,8,3.75,2018-01-01,A2A
2021,2,Securities Dealers,Suspicious Transaction Report,Saskatchewan,8,9789.06,2021-02-01,T0S
2020,1,Securities Dealers,Large Cash Transaction Report,Nova Scotia,13,780.52,2020-01-01,K2N
2020,9,Securities Dealers,Large Cash Transaction Report,Alberta,10,52611.56,2020-09-01,T3G
2024,10,Banking,Suspicious Transaction Report,Manitoba,11,33390.65,2024-10-01,A3N
2016,11,Securities Dealers,Electronic Funds Transfer Report,Saskatchewan,9,698.96,2016-11-01,B5C
2021,5,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,8,909.27,2021-05-01,L0C
2023,4,Life Insurance,Suspicious Transaction Report,Alberta,9,44961.44,2023-04-01,C7X
2020,8,Banking,Large Cash Transaction Report,Alberta,17,13857.6,2020-08-01,N4L
2022,3,Money Services Businesses,Casino Disbursement Report,Nova Scotia,4,17412.37,2022-03-01,C4P
2020,8,Money Services Businesses,Suspicious Transaction Report,Ontario,14,7376.89,2020-08-01,B0G
2020,3,Securities Dealers,Electronic Funds Transfer Report,Nunavut,12,977.62,2020-03-01,K1W
2018,6,Securities Dealers,Large Cash Transaction Report,Northwest Territories,12,21590.81,2018-06-01,E4H
2020,4,Life Insurance,Large Cash Transaction Report,Nova Scotia,11,27298.03,2020-04-01,X7R
2024,8,Securities Dealers,Large Cash Transaction Report,New Brunswick,6,958.37,2024-08-01,J4C
2018,7,Banking,Large Cash Transaction Report,Nunavut,13,16545.72,2018-07-01,A1M
2024,12,Real Estate,Suspicious Transaction Report,Quebec,8,6511.51,2024-12-01,A5C
2020,5,Notaries,Casino Disbursement Report,Alberta,14,1421.03,2020-05-01,M3X
2015,3,Banking,Electronic Funds Transfer Report,Yukon,12,15820.76,2015-03-01,E8M
2021,5,Real Estate,Large Cash Transaction Report,Alberta,10,7309.31,2021-05-01,M0A
2016,4,Securities Dealers,Large Cash Transaction Report,Prince Edward Island,11,83.54,2016-04-01,N5H
2020,8,Securities Dealers,Large Cash Transaction Report,Prince Edward Island,10,13681.36,2020-08-01,R8E
2023,11,Real Estate,Electronic Funds Transfer Report,Saskatchewan,11,14040.43,2023-11-01,R5E
2024,5,Casinos,Suspicious Transaction Report,Nova Scotia,8,11764.68,2024-05-01,C0C
2017,10,Banking,Electronic Funds Transfer Report,Nova Scotia,7,1169.07,2017-10-01,S2G
2018,10,Securities Dealers,Suspicious Transaction Report,Alberta,12,23329.12,2018-10-01,H1X
2019,5,Real Estate,Large Cash Transaction Report,British Columbia,9,1656.93,2019-05-01,T7G
2022,2,Securities Dealers,Suspicious Transaction Report,Alberta,6,11763.27,2022-02-01,Y1R
2024,9,Banking,Large Cash Transaction Report,Newfoundland and Labrador,11,4225.29,2024-09-01,B0N
2020,6,Accountants,Suspicious Transaction Report,Prince Edward Island,10,17745.86,2020-06-01,R6X
2022,11,Banking,Large Cash Transaction Report,Nunavut,9,488.96,2022-11-01,B8Y
2017,1,Money Services Businesses,Electronic Funds Transfer Report,Northwest Territories,9,1632.91,2017-01-01,L7E
2017,3,Securities Dealers,Large Cash Transaction Report,Nova Scotia,8,832.88,2017-03-01,N2E
2023,4,Securities Dealers,Suspicious Transaction Report,British Columbia,17,3888.46,2023-04-01,S1S
2020,10,Banking,Suspicious Transaction Report,British Columbia,11,3266.72,2020-10-01,N5S
2022,10,Banking,Large Cash Transaction Report,Manitoba,12,479.07,2022-10-01,S1G
2018,2,Banking,Suspicious Transaction Report,New Brunswick,12,3775.72,2018-02-01,B9P
2019,11,Life Insurance,Suspicious Transaction Report,Manitoba,9,1515.44,2019-11-01,T1G
2023,10,Money Services Businesses,Large Cash Transaction Report,Yukon,13,808.38,2023-10-01,V5N
2021,4,Life Insurance,Suspicious Transaction Report,Saskatchewan,5,394.7,2021-04-01,V6V
2019,2,Money Services Businesses,Suspicious Transaction Report,Newfoundland and Labrador,13,22799.02,2019-02-01,H7J
2021,6,Banking,Large Cash Transaction Report,Newfoundland and Labrador,14,2371.41,2021-06-01,S9S
2023,10,Accountants,Suspicious Transaction Report,Saskatchewan,7,2155.06,2023-10-01,B0M
2017,9,Banking,Suspicious Transaction Report,Nunavut,19,5604.31,2017-09-01,T7Y
2017,1,Securities Dealers,Large Cash Transaction Report,Manitoba,11,2134.19,2017-01-01,V8X
2018,5,Life Insurance,Suspicious Transaction Report,Yukon,11,2173.94,2018-05-01,G2K
2024,9,Banking,Suspicious Transaction Report,New Brunswick,10,665.61,2024-09-01,G2R
2021,11,Banking,Large Cash Transaction Report,Ontario,12,7490.3,2021-11-01,P4J
2019,7,Real Estate,Large Cash Transaction Report,Northwest Territories,4,34787.66,2019-07-01,G6A
2019,11,Banking,Suspicious Transaction Report,British Columbia,8,1038.86,2019-11-01,C5C
2018,6,Money Services Businesses,Large Cash Transaction Report,Saskatchewan,14,5710.63,2018-06-01,K4V
2022,7,Real Estate,Casino Disbursement Report,New Brunswick,10,8759.79,2022-07-01,R7C
2017,9,Accountants,Casino Disbursement Report,Saskatchewan,13,28907.7,2017-09-01,T7Z
2016,3,Banking,Large Cash Transaction Report,Prince Edward Island,11,19895.3,2016-03-01,L5R
2018,8,Banking,Suspicious Transaction Report,Saskatchewan,9,1599.39,2018-08-01,C9G
2022,1,Life Insurance,Large Cash Transaction Report,Alberta,11,36622.21,2022-01-01,N1B
2018,10,Banking,Suspicious Transaction Report,Nunavut,13,9972.74,2018-10-01,Y0J
2022,6,Money Services Businesses,Large Cash Transaction Report,Nova Scotia,12,29363.79,2022-06-01,P7P
2019,9,Securities Dealers,Casino Disbursement Report,Nova Scotia,4,1015.8,2019-09-01,S8G
2023,1,Money Services Businesses,Large Cash Transaction Report,Yukon,3,1986.24,2023-01-01,S0Z
2016,5,Money Services Businesses,Large Cash Transaction Report,Ontario,3,554.74,2016-05-01,J9X
2022,8,Real Estate,Suspicious Transaction Report,Nunavut,13,2897.85,2022-08-01,K8Z
2021,10,Banking,Suspicious Transaction Report,British Columbia,11,25190.14,2021-10-01,T1Z
2016,11,Money Services Businesses,Casino Disbursement Report,Newfoundland and Labrador,16,3140.98,2016-11-01,P1J
2019,6,Banking,Suspicious Transaction Report,Yukon,7,4715.43,2019-06-01,V5G
2020,6,Banking,Suspicious Transaction Report,Saskatchewan,11,2652.43,2020-06-01,G5K
2023,3,Banking,Large Cash Transaction Report,Yukon,7,3526.09,2023-03-01,L3S
2022,8,Money Services Businesses,Electronic Funds Transfer Report,Alberta,7,193.56,2022-08-01,E7X
2021,1,Accountants,Suspicious Transaction Report,New Brunswick,9,7335.79,2021-01-01,T8T
2015,12,Life Insurance,Large Cash Transaction Report,Nunavut,15,38330.64,2015-12-01,R4K
2024,4,Banking,Suspicious Transaction Report,Nova Scotia,18,6138.32,2024-04-01,X6P
2017,8,Life Insurance,Large Cash Transaction Report,Prince Edward Island,9,10917.34,2017-08-01,R0H
2015,6,Banking,Suspicious Transaction Report,Saskatchewan,9,5445.96,2015-06-01,S6E
2024,11,Life Insurance,Large Cash Transaction Report,Alberta,12,106.14,2024-11-01,C6B
2020,9,Real Estate,Suspicious Transaction Report,Alberta,13,9929.5,2020-09-01,G8C
2017,1,Banking,Electronic Funds Transfer Report,New Brunswick,10,25123.82,2017-01-01,N1R
2016,2,Banking,Large Cash Transaction Report,British Columbia,5,29327.45,2016-02-01,E6G
2024,12,Banking,Casino Disbursement Report,Northwest Territories,12,9113.1,2024-12-01,S6H
2016,1,Banking,Large Cash Transaction Report,Newfoundland and Labrador,13,24331.2,2016-01-01,V2S
2022,11,Money Services Businesses,Suspicious Transaction Report,New Brunswick,3,43007.26,2022-11-01,V2H
2015,4,Banking,Large Cash Transaction Report,Alberta,6,10286.33,2015-04-01,A8S
2023,9,Banking,Large Cash Transaction Report,Nunavut,15,5110.68,2023-09-01,X3J
2021,4,Securities Dealers,Suspicious Transaction Report,Yukon,7,241.05,2021-04-01,H2R
2015,9,Real Estate,Large Cash Transaction Report,British Columbia,7,871.36,2015-09-01,L1W
2019,6,Securities Dealers,Suspicious Transaction Report,Yukon,9,15925.33,2019-06-01,M2C
2019,5,Securities Dealers,Electronic Funds Transfer Report,Alberta,10,11040.49,2019-05-01,P1V
2016,10,Banking,Casino Disbursement Report,Northwest Territories,7,1981.11,2016-10-01,J0N
2015,4,Securities Dealers,Suspicious Transaction Report,Nunavut,9,11441.0,2015-04-01,A6R
2021,10,Banking,Electronic Funds Transfer Report,Quebec,12,3867.82,2021-10-01,V3T
2023,2,Notaries,Suspicious Transaction Report,Saskatchewan,6,3683.47,2023-02-01,G4B
2022,8,Banking,Suspicious Transaction Report,Yukon,11,562.5,2022-08-01,V0K
2021,3,Banking,Large Cash Transaction Report,British Columbia,13,7775.37,2021-03-01,J8S
2018,1,Banking,Suspicious Transaction Report,British Columbia,9,1013.9,2018-01-01,H3E
2024,11,Real Estate,Large Cash Transaction Report,Nunavut,8,17245.49,2024-11-01,T0E
2021,10,Securities Dealers,Large Cash Transaction Report,Nunavut,8,9524.73,2021-10-01,K7E
2022,7,Life Insurance,Suspicious Transaction Report,Ontario,10,1648.72,2022-07-01,V8Z
2023,8,Money Services Businesses,Suspicious Transaction Report,New Brunswick,8,1864.23,2023-08-01,J0K
2023,7,Casinos,Suspicious Transaction Report,New Brunswick,8,5628.08,2023-07-01,R1B
2019,4,Banking,Casino Disbursement Report,Newfoundland and Labrador,7,12703.58,2019-04-01,K3B
2019,8,Banking,Large Cash Transaction Report,Yukon,10,9907.74,2019-08-01,H5K
2020,10,Life Insurance,Electronic Funds Transfer Report,Northwest Territories,14,1599.64,2020-10-01,T0H
2022,4,Money Services Businesses,Large Cash Transaction Report,Nunavut,16,1416.76,2022-04-01,T4R
2017,12,Money Services Businesses,Suspicious Transaction Report,Manitoba,9,1474.01,2017-12-01,P5M
2017,5,Money Services Businesses,Large Cash Transaction Report,Northwest Territories,18,8123.97,2017-05-01,H4X
2019,8,Money Services Businesses,Large Cash Transaction Report,Alberta,10,38461.58,2019-08-01,J6R
2015,2,Casinos,Large Cash Transaction Report,Newfoundland and Labrador,6,14382.46,2015-02-01,M7H
2019,10,Casinos,Suspicious Transaction Report,British Columbia,15,17999.0,2019-10-01,M3B
2023,8,Banking,Large Cash Transaction Report,Alberta,10,4847.22,2023-08-01,G4T
2019,5,Securities Dealers,Large Cash Transaction Report,New Brunswick,9,11246.21,2019-05-01,J5H
2021,5,Securities Dealers,Suspicious Transaction Report,Yukon,8,17208.44,2021-05-01,G6E
2024,7,Securities Dealers,Electronic Funds Transfer Report,Yukon,11,4434.86,2024-07-01,G8P
2023,4,Banking,Large Cash Transaction Report,Quebec,9,8425.21,2023-04-01,A2R
2022,3,Securities Dealers,Large Cash Transaction Report,British Columbia,12,4715.06,2022-03-01,M7Z
2019,6,Accountants,Electronic Funds Transfer Report,Yukon,13,8211.81,2019-06-01,S7V
2016,6,Banking,Suspicious Transaction Report,Northwest Territories,10,10933.72,2016-06-01,V1P
2019,10,Real Estate,Casino Disbursement Report,Yukon,7,17402.79,2019-10-01,T1N
2024,12,Banking,Suspicious Transaction Report,British Columbia,8,6520.81,2024-12-01,Y7E
2022,6,Money Services Businesses,Suspicious Transaction Report,Northwest Territories,7,2786.13,2022-06-01,K7L
2015,7,Securities Dealers,Electronic Funds Transfer Report,New Brunswick,12,43326.35,2015-07-01,L6N
2024,4,Banking,Suspicious Transaction Report,Northwest Territories,9,9474.75,2024-04-01,V3A
2018,3,Real Estate,Electronic Funds Transfer Report,Quebec,10,3959.79,2018-03-01,E6N
2015,3,Accountants,Suspicious Transaction Report,New Brunswick,9,3354.31,2015-03-01,K5N
2019,3,Securities Dealers,Large Cash Transaction Report,Nova Scotia,16,1452.01,2019-03-01,E4G
2016,2,Money Services Businesses,Suspicious Transaction Report,Ontario,8,603.08,2016-02-01,G2J
2016,6,Money Services Businesses,Electronic Funds Transfer Report,New Brunswick,8,5930.37,2016-06-01,V3J
2021,1,Banking,Suspicious Transaction Report,Northwest Territories,7,38447.03,2021-01-01,Y4B
2018,6,Banking,Electronic Funds Transfer Report,Ontario,17,813.3,2018-06-01,N5E
2016,8,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,9,29040.4,2016-08-01,R9C
2017,6,Securities Dealers,Large Cash Transaction Report,Ontario,9,18675.04,2017-06-01,K8T
2017,2,Banking,Suspicious Transaction Report,Manitoba,10,7799.5,2017-02-01,E0L
2016,7,Notaries,Casino Disbursement Report,New Brunswick,8,8523.37,2016-07-01,B3W
2021,12,Banking,Electronic Funds Transfer Report,Alberta,13,6341.56,2021-12-01,H8H
2015,3,Banking,Large Cash Transaction Report,Saskatchewan,10,1036.27,2015-03-01,M0G
2023,9,Real Estate,Casino Disbursement Report,Ontario,14,5315.14,2023-09-01,T2K
2019,12,Securities Dealers,Casino Disbursement Report,British Columbia,9,6938.34,2019-12-01,Y8B
2018,11,Money Services Businesses,Large Cash Transaction Report,Nunavut,10,1890.94,2018-11-01,B1V
2017,8,Banking,Suspicious Transaction Report,Manitoba,8,10984.31,2017-08-01,Y3K
2017,6,Casinos,Large Cash Transaction Report,Quebec,9,4440.98,2017-06-01,G1N
2017,1,Banking,Suspicious Transaction Report,Ontario,5,13572.34,2017-01-01,G0Z
2015,2,Banking,Large Cash Transaction Report,Newfoundland and Labrador,10,12698.42,2015-02-01,J7S
2016,12,Banking,Casino Disbursement Report,Yukon,11,23557.66,2016-12-01,M0S
2021,8,Securities Dealers,Suspicious Transaction Report,New Brunswick,21,8892.64,2021-08-01,C1N
2017,6,Real Estate,Electronic Funds Transfer Report,British Columbia,10,909.36,2017-06-01,Y4A
2020,1,Banking,Casino Disbursement Report,Saskatchewan,6,8925.01,2020-01-01,R6Z
2018,9,Banking,Electronic Funds Transfer Report,New Brunswick,8,2240.92,2018-09-01,E1K
2024,8,Securities Dealers,Large Cash Transaction Report,Saskatchewan,17,15183.28,2024-08-01,V8G
2019,2,Notaries,Large Cash Transaction Report,New Brunswick,11,4143.65,2019-02-01,V9S
2022,10,Banking,Electronic Funds Transfer Report,British Columbia,7,13513.16,2022-10-01,P2J
2016,12,Securities Dealers,Suspicious Transaction Report,Nunavut,9,781.3,2016-12-01,P4M
2024,5,Money Services Businesses,Electronic Funds Transfer Report,Alberta,6,59808.63,2024-05-01,M1J
2019,3,Real Estate,Large Cash Transaction Report,New Brunswick,10,23563.85,2019-03-01,H5W
2016,1,Life Insurance,Suspicious Transaction Report,Northwest Territories,12,15786.4,2016-01-01,N6K
2023,7,Banking,Electronic Funds Transfer Report,Prince Edward Island,22,1872.92,2023-07-01,B6K
2016,9,Securities Dealers,Suspicious Transaction Report,Northwest Territories,9,14337.39,2016-09-01,T9T
2015,12,Banking,Electronic Funds Transfer Report,Prince Edward Island,5,29171.81,2015-12-01,K3J
2018,11,Money Services Businesses,Large Cash Transaction Report,Yukon,7,4584.5,2018-11-01,A0Z
2021,7,Banking,Large Cash Transaction Report,New Brunswick,9,3823.08,2021-07-01,S4B
2016,3,Banking,Large Cash Transaction Report,Saskatchewan,10,2052.76,2016-03-01,S5J
2024,6,Banking,Suspicious Transaction Report,Prince Edward Island,5,9908.79,2024-06-01,E9E
2023,3,Casinos,Large Cash Transaction Report,Yukon,6,9892.37,2023-03-01,V6S
2015,4,Life Insurance,Electronic Funds Transfer Report,Saskatchewan,16,18356.89,2015-04-01,X7W
2015,1,Banking,Suspicious Transaction Report,Newfoundland and Labrador,11,4941.7,2015-01-01,G3H
2022,2,Banking,Suspicious Transaction Report,New Brunswick,8,2566.35,2022-02-01,J8P
2019,1,Banking,Electronic Funds Transfer Report,British Columbia,12,2694.76,2019-01-01,G0B
2023,10,Banking,Large Cash Transaction Report,Nova Scotia,13,1077.41,2023-10-01,B6W
2022,2,Money Services Businesses,Large Cash Transaction Report,Nunavut,10,2949.28,2022-02-01,Y9K
2020,4,Life Insurance,Suspicious Transaction Report,Newfoundland and Labrador,11,53.11,2020-04-01,V6E
2018,6,Real Estate,Large Cash Transaction Report,Nunavut,8,7484.49,2018-06-01,N7H
2020,11,Casinos,Electronic Funds Transfer Report,Prince Edward Island,9,6456.47,2020-11-01,H2S
2016,12,Securities Dealers,Large Cash Transaction Report,Northwest Territories,11,62453.19,2016-12-01,E7L
2019,8,Real Estate,Suspicious Transaction Report,British Columbia,11,11230.92,2019-08-01,E4Y
2024,10,Life Insurance,Suspicious Transaction Report,Northwest Territories,13,1639.63,2024-10-01,J7E
2017,9,Securities Dealers,Large Cash Transaction Report,Newfoundland and Labrador,12,6220.12,2017-09-01,L5B
2017,10,Accountants,Large Cash Transaction Report,Manitoba,10,176.18,2017-10-01,N2C
2015,7,Casinos,Suspicious Transaction Report,Prince Edward Island,8,15176.92,2015-07-01,M1B
2022,4,Real Estate,Large Cash Transaction Report,Newfoundland and Labrador,6,16152.29,2022-04-01,S9C
2024,7,Banking,Large Cash Transaction Report,Ontario,12,669.76,2024-07-01,X8N
2017,1,Banking,Suspicious Transaction Report,Yukon,11,5517.57,2017-01-01,Y1E
2015,11,Casinos,Suspicious Transaction Report,Alberta,5,15742.79,2015-11-01,G1E
2018,12,Securities Dealers,Large Cash Transaction Report,Nunavut,9,11968.64,2018-12-01,B1H
2015,10,Life Insurance,Electronic Funds Transfer Report,Northwest Territories,10,3175.96,2015-10-01,K5W
2015,11,Money Services Businesses,Large Cash Transaction Report,Newfoundland and Labrador,9,4710.91,2015-11-01,X4B
2015,11,Life Insurance,Electronic Funds Transfer Report,Yukon,10,8866.89,2015-11-01,S4S
2016,6,Banking,Large Cash Transaction Report,Yukon,13,18802.37,2016-06-01,T0C
2015,1,Securities Dealers,Electronic Funds Transfer Report,Nunavut,9,25907.06,2015-01-01,X6N
2020,8,Real Estate,Electronic Funds Transfer Report,Yukon,8,37332.08,2020-08-01,K2K
2021,4,Securities Dealers,Electronic Funds Transfer Report,Nunavut,7,2500.34,2021-04-01,T4S
2015,8,Money Services Businesses,Large Cash Transaction Report,Nunavut,10,15560.84,2015-08-01,N8C
2024,8,Life Insurance,Casino Disbursement Report,Newfoundland and Labrador,16,1526.2,2024-08-01,N2G
2015,2,Banking,Suspicious Transaction Report,Saskatchewan,6,14122.28,2015-02-01,V3P
2024,6,Banking,Suspicious Transaction Report,Prince Edward Island,8,3442.25,2024-06-01,M6W
2023,10,Life Insurance,Electronic Funds Transfer Report,Saskatchewan,9,12838.0,2023-10-01,A8Y
2023,4,Banking,Electronic Funds Transfer Report,British Columbia,10,10282.16,2023-04-01,C0N
2015,3,Banking,Electronic Funds Transfer Report,Prince Edward Island,20,13405.22,2015-03-01,K2G
2022,9,Casinos,Electronic Funds Transfer Report,Manitoba,10,797.48,2022-09-01,V4X
2017,12,Money Services Businesses,Large Cash Transaction Report,New Brunswick,8,41234.94,2017-12-01,S8H
2021,10,Casinos,Casino Disbursement Report,Quebec,9,4267.98,2021-10-01,L6E
2015,12,Banking,Suspicious Transaction Report,Quebec,6,9664.13,2015-12-01,Y1K
2021,9,Money Services Businesses,Casino Disbursement Report,Alberta,14,18829.53,2021-09-01,E3A
2015,2,Banking,Large Cash Transaction Report,Newfoundland and Labrador,11,9569.5,2015-02-01,G1R
2017,5,Banking,Suspicious Transaction Report,Manitoba,16,32985.39,2017-05-01,K2M
2021,10,Notaries,Electronic Funds Transfer Report,British Columbia,16,3589.62,2021-10-01,A4V
2015,10,Banking,Suspicious Transaction Report,New Brunswick,16,8774.31,2015-10-01,M2T
2023,7,Banking,Suspicious Transaction Report,Nunavut,9,23355.77,2023-07-01,C2Y
2019,9,Real Estate,Suspicious Transaction Report,Northwest Territories,10,26475.45,2019-09-01,P8B
2016,8,Real Estate,Suspicious Transaction Report,Nova Scotia,12,1910.83,2016-08-01,M5E
2018,10,Accountants,Electronic Funds Transfer Report,Newfoundland and Labrador,17,4235.16,2018-10-01,B2V
2022,4,Banking,Large Cash Transaction Report,Prince Edward Island,9,17815.77,2022-04-01,X9T
2018,3,Banking,Casino Disbursement Report,Saskatchewan,14,29870.22,2018-03-01,T5W
2024,1,Securities Dealers,Large Cash Transaction Report,Quebec,5,13665.04,2024-01-01,T2G
2019,1,Money Services Businesses,Electronic Funds Transfer Report,Ontario,9,7914.03,2019-01-01,H8N
2016,9,Banking,Casino Disbursement Report,Manitoba,11,2021.63,2016-09-01,B8C
2019,4,Banking,Suspicious Transaction Report,Nunavut,10,4456.54,2019-04-01,G4G
2021,8,Life Insurance,Suspicious Transaction Report,Nova Scotia,10,853.35,2021-08-01,R0A
2023,4,Money Services Businesses,Suspicious Transaction Report,Nova Scotia,12,2631.91,2023-04-01,R7G
2022,12,Banking,Electronic Funds Transfer Report,Quebec,13,1456.43,2022-12-01,S9N
2024,6,Casinos,Electronic Funds Transfer Report,Saskatchewan,9,822.53,2024-06-01,S3N
2020,4,Banking,Suspicious Transaction Report,Ontario,12,27267.51,2020-04-01,A6R
2023,2,Real Estate,Suspicious Transaction Report,Nunavut,12,587.12,2023-02-01,X3H
2021,1,Casinos,Electronic Funds Transfer Report,Nunavut,9,4241.36,2021-01-01,Y9R
2017,8,Securities Dealers,Large Cash Transaction Report,Ontario,8,145.88,2017-08-01,A8L
2015,6,Securities Dealers,Suspicious Transaction Report,Quebec,9,34582.81,2015-06-01,L4L
2019,1,Banking,Electronic Funds Transfer Report,Manitoba,8,16285.28,2019-01-01,E1K
2023,5,Real Estate,Casino Disbursement Report,Prince Edward Island,10,3053.88,2023-05-01,C9V
2022,3,Banking,Suspicious Transaction Report,Prince Edward Island,11,1084.34,2022-03-01,G2C
2020,2,Money Services Businesses,Suspicious Transaction Report,Quebec,6,1310.07,2020-02-01,M5R
2022,3,Money Services Businesses,Electronic Funds Transfer Report,Prince Edward Island,12,9574.58,2022-03-01,B9V
2022,2,Banking,Large Cash Transaction Report,British Columbia,6,423.88,2022-02-01,X9R
2017,10,Notaries,Casino Disbursement Report,Newfoundland and Labrador,5,607.95,2017-10-01,Y7E
2020,2,Real Estate,Casino Disbursement Report,Manitoba,6,3480.73,2020-02-01,J8A
2021,1,Banking,Suspicious Transaction Report,Yukon,14,2913.07,2021-01-01,M6V
2016,3,Securities Dealers,Large Cash Transaction Report,British Columbia,8,7563.86,2016-03-01,V6J
2021,3,Securities Dealers,Large Cash Transaction Report,Manitoba,13,3602.98,2021-03-01,N1M
2024,4,Real Estate,Suspicious Transaction Report,British Columbia,12,76590.09,2024-04-01,T9B
2020,3,Banking,Suspicious Transaction Report,Northwest Territories,8,5203.69,2020-03-01,C7T
2016,8,Notaries,Large Cash Transaction Report,Manitoba,11,2621.28,2016-08-01,Y2T
2016,12,Banking,Large Cash Transaction Report,Yukon,8,681.8,2016-12-01,A2R
2020,4,Banking,Large Cash Transaction Report,Prince Edward Island,11,5831.32,2020-04-01,T3W
2017,10,Money Services Businesses,Suspicious Transaction Report,Saskatchewan,11,22188.86,2017-10-01,G9E
2020,1,Banking,Large Cash Transaction Report,Northwest Territories,17,4754.95,2020-01-01,G1X
2023,2,Real Estate,Suspicious Transaction Report,Nunavut,10,3236.13,2023-02-01,C1M
2024,7,Banking,Electronic Funds Transfer Report,Newfoundland and Labrador,11,6947.06,2024-07-01,R2A
2015,6,Notaries,Suspicious Transaction Report,Quebec,13,4756.72,2015-06-01,V0N
2017,9,Real Estate,Electronic Funds Transfer Report,British Columbia,7,3608.4,2017-09-01,B3Y
2016,6,Real Estate,Suspicious Transaction Report,Saskatchewan,9,3594.71,2016-06-01,T2J
2017,2,Securities Dealers,Large Cash Transaction Report,Quebec,10,11323.77,2017-02-01,C4H
2016,8,Securities Dealers,Suspicious Transaction Report,New Brunswick,8,25131.88,2016-08-01,B1P
2017,9,Securities Dealers,Electronic Funds Transfer Report,Prince Edward Island,14,44094.17,2017-09-01,J5T
